gene,eigenvector,betweenness,pagerank,out_degree,in_degree,hub_score,k562_chronos,pan_mean_chronos,selective_score,is_selectively_essential,is_essential
CDC20,1.2106909110941789e-15,0.0001656410157247678,0.0038246656405654285,9,8,0.19188442761369667,6.6806056662025926,6.688001518748215,-0.007395852545622361,False,False
HSPE1,1.3247364889462839e-21,0.00024473014422763165,0.003760564897069187,9,7,0.191182451754035,7.714726335881168,8.924437243908638,-1.2097109080274704,True,False
VPS72,1.2710867749949554e-07,0.00015227653418608191,0.015852156653781875,1,8,0.19026581649902313,5.745775149485796,5.747672530219209,-0.0018973807334123904,False,False
CENPH,9.244885272808314e-20,0.00011739997083380668,0.003441637775911342,9,7,0.18768983797402222,6.902073579310743,4.806628966929233,2.0954446123815105,False,False
NUTF2,1.1266543606552206e-17,3.760585837637764e-05,0.003306615788657494,9,7,0.1862111940393971,6.355615382757959,6.953058580153191,-0.5974431973952319,True,False
ORC6,9.244885264153075e-20,6.332770151865629e-05,0.0030776255884310175,9,6,0.18370349157152496,5.901349637650881,5.050487017746485,0.8508626199043965,False,False
TRIAP1,9.244477668065768e-20,1.5751355784856622e-05,0.003021294038815048,9,6,0.18308659719852857,4.95837871156634,5.369863461783915,-0.4114847502175749,True,False
MRPL21,6.6441680605398555e-22,1.751381567126961e-05,0.0029712053161811427,9,6,0.1825380688630916,7.049739662696981,6.606512833003189,0.443226829693792,False,False
TRMT6,8.701275554291265e-06,0.00010151768945738795,0.014980708312033651,1,9,0.18072592025798556,3.056583528366368,4.392854649532105,-1.3362711211657374,True,False
KIF4A,6.603616609916207e-22,6.556350777456305e-05,0.0027334059620978896,9,4,0.17993389616704092,4.890446692679906,4.458086739043566,0.4323599536363405,False,False
NOL11,1.2218650139791962e-15,0.00013220463387967574,0.004190551910431291,8,9,0.17922463067768085,5.277984747299765,5.361008857807199,-0.08302411050743341,False,False
RPUSD4,0.000585162149927654,0.00010659357393025735,0.01477120268892458,1,12,0.17866366211315532,4.667892125230234,4.334627796474779,0.33326432875545553,False,False
USP8,0.017807162003101593,0.0,0.015560353986278868,0,9,0.1775721652071985,5.27015513876653,4.7862540926267885,0.4839010461397413,False,False
MRPL4,1.2218656702228326e-15,0.0001225564249014835,0.0040241563877574105,8,9,0.17740241093884718,6.3957483281790335,5.786988026356963,0.6087603018220706,False,False
NAT10,8.682074738802894e-29,1.38478991075306e-05,0.0024514070144499088,9,3,0.1768456877797179,5.4495613746132365,5.083582882439176,0.36597849217406075,False,False
