gene,k562_chronos,pan_mean_chronos,selective_score
ARHGAP33,4.06177619758669,3.021345579920249,1.0404306176664413
NDUFAB1,7.683696454306515,7.151968734404508,0.5317277199020074
PDK4,0.3103401206121505,0.9507469424824304,-0.6404068218702799
SLC22A16,0.0,0.20243231149082347,-0.20243231149082347
ZMYND10,0.8718436485093178,1.02254202705302,-0.15069837854370227
ABCB5,0.0,0.2580882078613734,-0.2580882078613734
ARX,0.0,0.21352458203861222,-0.21352458203861222
SLC25A13,5.532940288372874,4.350136710558165,1.1828035778147088
ST7,5.203984165855989,3.9429939181070104,1.2609902477489783
CDC27,5.179112900678563,5.319000658412752,-0.13988775773418904
SLC4A1,0.4436066514756146,0.07727166376493398,0.3663349877106806
CALCR,0.1634987322828795,0.11653821896870982,0.046960513314169686
HCCS,5.610581958492531,5.131893998727071,0.47868795976546075
DVL2,5.136683577697236,4.688351105100005,0.4483324725972313
PRSS22,0.1763227726404629,1.856816887512921,-1.6804941148724581
UPF1,5.270902649167133,4.868728132536964,0.40217451663016934
SKAP2,3.4594316186372973,3.934118569184573,-0.4746869505472757
SLC25A5,9.467259098661389,8.785343370894404,0.6819157277669845
MCUB,2.8257856274647914,3.2769038691909125,-0.451118241726121
HOXA11,0.0,1.2184055281083142,-1.2184055281083142
POLR2J,6.688879711473223,6.5144016011835,0.17447811028972282
DHX33,2.9726926540042644,3.7949310660559137,-0.8222384120516493
MEOX1,0.0,0.3815768785908261,-0.3815768785908261
THSD7A,0.0840642647884745,0.49777556762068165,-0.41371130283220714
LIG3,4.836934011321092,3.9371387506798534,0.8997952606412385
RPAP3,5.133399125417198,4.662091505201605,0.471307620215593
ACSM3,8.298337558832541,1.5917472726959057,6.7065902861366355
REXO5,5.369466483650723,2.857639461753091,2.511827021897632
CIAPIN1,5.475409193401062,5.545416481600758,-0.0700072881996956
SPPL2B,6.116447935511657,4.721112857034206,1.3953350784774514
FAM214B,2.62760683812965,3.07974025305726,-0.4521334149276104
COPZ2,0.9560566524124028,2.704342238433296,-1.748285586020893
PRKAR2B,6.498570012544255,1.976304735305605,4.522265277238651
MSL3,4.285402218862249,3.997345438838676,0.2880567800235725
CREBBP,3.368768349090334,3.861145277009583,-0.4923769279192487
TSPOAP1,1.956056652412403,1.380293717902054,0.575762934510349
MPO,0.01435529297707,0.43355623277418254,-0.41920093979711254
PON1,0.0,0.17638077225662366,-0.17638077225662366
